Date,Company,Studio,Project,Category,Country,Country_code,OS,Counterparty,Amount_USD
2021-08-31,Blue,Blue1,Blueberry,Revenue from Ads,Russia,RUS,Andriod,Moogle+,485.5359159403926
2021-08-31,Blue,Blue1,Blueberry,Revenue from Ads,Israel,ISR,iOS,Moogle+,85.56750070778968
2021-08-31,Blue,Blue1,Blueberry,Revenue from Ads,USA,USA,Amazon,Bungle,4819.566833930676
2021-08-31,Blue,Blue1,Blueberry,Revenue from Ads,Japan,JPN,Andriod,Bungle,219.54970700790298
2021-08-31,Blue,Blue1,Blueberry,Revenue from Ads,China,CHN,iOS,Bungle,527.0972919024807
2021-08-31,Blue,Blue1,Blueberry,Revenue from Ads,Germany,DEU,Amazon,Bungle,274.54893387873057
2021-08-31,Blue,Blue1,Blueberry,Revenue from Ads,Brazil,BRA,Andriod,Bungle,72.03714803545039
2021-08-31,Blue,Blue1,Blueberry,Revenue from Ads,Argentina,ARG,iOS,Bungle,160.10206868687658
2021-08-31,Blue,Blue1,Blueberry,Revenue from Ads,Mexico,MEX,Amazon,Bungle,230.35101675675656
2021-08-31,Blue,Blue1,Blueberry,Revenue from Ads,Austria,AUT,Andriod,Bungle,146.50820863062884
2021-08-31,Blue,Blue1,Blueberry,Revenue from Ads,France,FRA,iOS,Bungle,149.8245600309935
2021-08-31,Blue,Blue1,Blueberry,Revenue from Ads,Russia,RUS,Amazon,Bungle,343.04018789468023
2021-08-31,Blue,Blue1,Blueberry,Revenue from Ads,Israel,ISR,Andriod,Bungle,71.07447386024445
2021-08-31,Blue,Blue1,Blueberry,Revenue from Ads,USA,USA,iOS,Maploving,1220.1703676940388
2021-08-31,Blue,Blue1,Blueberry,Revenue from Ads,Japan,JPN,Amazon,Maploving,58.12041376612906
2021-08-31,Blue,Blue1,Blueberry,Revenue from Ads,China,CHN,Andriod,Maploving,135.032450442834
2021-08-31,Blue,Blue1,Blueberry,Revenue from Ads,Germany,DEU,iOS,Maploving,76.5660285223502
2021-08-31,Blue,Blue1,Blueberry,Revenue from Ads,Brazil,BRA,Amazon,Maploving,17.40727540193441
2021-08-31,Blue,Blue1,Blueberry,Revenue from Ads,Argentina,ARG,Andriod,Maploving,37.74220919513688
2021-08-31,Blue,Blue1,Blueberry,Revenue from Ads,Mexico,MEX,iOS,Maploving,57.608703053486124
2021-08-31,Blue,Blue1,Blueberry,Revenue from Ads,Austria,AUT,Amazon,Maploving,36.273674786714665
2021-08-31,Blue,Blue1,Blueberry,Revenue from Ads,France,FRA,Andriod,Maploving,39.731909078080875
2021-08-31,Blue,Blue1,Blueberry,Revenue from Ads,Russia,RUS,iOS,Maploving,93.90915590817937
2021-08-31,Blue,Blue1,Blueberry,Revenue from Ads,Israel,ISR,Amazon,Maploving,19.61965117025626
2021-09-30,Blue,Blue1,Blueberry,Revenue from Ads,USA,USA,Andriod,Moogle+,8141.913305332051
2021-09-30,Blue,Blue1,Blueberry,Revenue from Ads,Japan,JPN,iOS,Moogle+,399.9827386987856
2021-09-30,Blue,Blue1,Blueberry,Revenue from Ads,China,CHN,Amazon,Moogle+,941.0128005900618
2021-09-30,Blue,Blue1,Blueberry,Revenue from Ads,Germany,DEU,Andriod,Moogle+,530.0187828412653
2021-09-30,Blue,Blue1,Blueberry,Revenue from Ads,Brazil,BRA,iOS,Moogle+,135.4428798678725
2021-09-30,Blue,Blue1,Blueberry,Revenue from Ads,Argentina,ARG,Amazon,Moogle+,260.90861763322914
2021-09-30,Blue,Blue1,Blueberry,Revenue from Ads,Mexico,MEX,Andriod,Moogle+,385.9433249662841
2021-09-30,Blue,Blue1,Blueberry,Revenue from Ads,Austria,AUT,iOS,Moogle+,244.9739580921806
2021-09-30,Blue,Blue1,Blueberry,Revenue from Ads,France,FRA,Amazon,Moogle+,274.41665661608863
2021-09-30,Blue,Blue1,Blueberry,Revenue from Ads,Russia,RUS,Andriod,Moogle+,678.8373819546847
2021-09-30,Blue,Blue1,Blueberry,Revenue from Ads,Israel,ISR,iOS,Moogle+,120.63031294100836
2021-09-30,Blue,Blue1,Blueberry,Revenue from Ads,USA,USA,Amazon,Bungle,6944.477842525402
2021-09-30,Blue,Blue1,Blueberry,Revenue from Ads,Japan,JPN,Andriod,Bungle,293.15028341688515
2021-09-30,Blue,Blue1,Blueberry,Revenue from Ads,China,CHN,iOS,Bungle,669.7958147237524
2021-09-30,Blue,Blue1,Blueberry,Revenue from Ads,Germany,DEU,Amazon,Bungle,405.78496200307035
2021-09-30,Blue,Blue1,Blueberry,Revenue from Ads,Brazil,BRA,Andriod,Bungle,105.10828086034394
2021-09-30,Blue,Blue1,Blueberry,Revenue from Ads,Argentina,ARG,iOS,Bungle,202.06059460104387
2021-09-30,Blue,Blue1,Blueberry,Revenue from Ads,Mexico,MEX,Amazon,Bungle,284.7004843417671
2021-09-30,Blue,Blue1,Blueberry,Revenue from Ads,Austria,AUT,Andriod,Bungle,219.6846344199943
2021-09-30,Blue,Blue1,Blueberry,Revenue from Ads,France,FRA,iOS,Bungle,212.76563753235908
2021-09-30,Blue,Blue1,Blueberry,Revenue from Ads,Russia,RUS,Amazon,Bungle,543.6836970108589
2021-09-30,Blue,Blue1,Blueberry,Revenue from Ads,Israel,ISR,Andriod,Bungle,106.97543412543915
2021-09-30,Blue,Blue1,Blueberry,Revenue from Ads,USA,USA,iOS,Maploving,1907.917045971475
2021-09-30,Blue,Blue1,Blueberry,Revenue from Ads,Japan,JPN,Amazon,Maploving,73.23548321577297
2021-09-30,Blue,Blue1,Blueberry,Revenue from Ads,China,CHN,Andriod,Maploving,191.4929558699316
2021-09-30,Blue,Blue1,Blueberry,Revenue from Ads,Germany,DEU,iOS,Maploving,102.42689125135243
2021-09-30,Blue,Blue1,Blueberry,Revenue from Ads,Brazil,BRA,Amazon,Maploving,27.285588402779926
2021-09-30,Blue,Blue1,Blueberry,Revenue from Ads,Argentina,ARG,Andriod,Maploving,47.93942538882516
2021-09-30,Blue,Blue1,Blueberry,Revenue from Ads,Mexico,MEX,iOS,Maploving,82.25732286825803
2021-09-30,Blue,Blue1,Blueberry,Revenue from Ads,Austria,AUT,Amazon,Maploving,51.950991257162
2021-09-30,Blue,Blue1,Blueberry,Revenue from Ads,France,FRA,Andriod,Maploving,47.63810107173724
2021-09-30,Blue,Blue1,Blueberry,Revenue from Ads,Russia,RUS,iOS,Maploving,135.74637387043825
2021-09-30,Blue,Blue1,Blueberry,Revenue from Ads,Israel,ISR,Amazon,Maploving,25.529837731005145
2021-10-31,Blue,Blue1,Blueberry,Revenue from Ads,USA,USA,Andriod,Moogle+,5768.325011203161
2021-10-31,Blue,Blue1,Blueberry,Revenue from Ads,Japan,JPN,iOS,Moogle+,284.3677391103358
2021-10-31,Blue,Blue1,Blueberry,Revenue from Ads,China,CHN,Amazon,Moogle+,674.1007338788233
2021-10-31,Blue,Blue1,Blueberry,Revenue from Ads,Germany,DEU,Andriod,Moogle+,328.86431921439004
2021-10-31,Blue,Blue1,Blueberry,Revenue from Ads,Brazil,BRA,iOS,Moogle+,80.58194186389885
2021-10-31,Blue,Blue1,Blueberry,Revenue from Ads,Argentina,ARG,Amazon,Moogle+,183.8963874076244
2021-10-31,Blue,Blue1,Blueberry,Revenue from Ads,Mexico,MEX,Andriod,Moogle+,262.3537880196243
2021-10-31,Blue,Blue1,Blueberry,Revenue from Ads,Austria,AUT,iOS,Moogle+,175.83455234020403
2021-10-31,Blue,Blue1,Blueberry,Revenue from Ads,France,FRA,Amazon,Moogle+,172.80250403075092
2021-10-31,Blue,Blue1,Blueberry,Revenue from Ads,Russia,RUS,Andriod,Moogle+,420.55778281150657
2021-10-31,Blue,Blue1,Blueberry,Revenue from Ads,Israel,ISR,iOS,Moogle+,89.70581292870513
2021-10-31,Blue,Blue1,Blueberry,Revenue from Ads,USA,USA,Amazon,Bungle,4584.991821655243
2021-10-31,Blue,Blue1,Blueberry,Revenue from Ads,Japan,JPN,Andriod,Bungle,215.91387678938716
2021-10-31,Blue,Blue1,Blueberry,Revenue from Ads,China,CHN,iOS,Bungle,455.2995318822134
2021-10-31,Blue,Blue1,Blueberry,Revenue from Ads,Germany,DEU,Amazon,Bungle,272.58002943015305
2021-10-31,Blue,Blue1,Blueberry,Revenue from Ads,Brazil,BRA,Andriod,Bungle,72.67846581881062
2021-10-31,Blue,Blue1,Blueberry,Revenue from Ads,Argentina,ARG,iOS,Bungle,154.13090554798165
2021-10-31,Blue,Blue1,Blueberry,Revenue from Ads,Mexico,MEX,Amazon,Bungle,218.14781805845126
2021-10-31,Blue,Blue1,Blueberry,Revenue from Ads,Austria,AUT,Andriod,Bungle,129.12205079230316
2021-10-31,Blue,Blue1,Blueberry,Revenue from Ads,France,FRA,iOS,Bungle,137.44148679158286
2021-10-31,Blue,Blue1,Blueberry,Revenue from Ads,Russia,RUS,Amazon,Bungle,344.93484693534435
2021-10-31,Blue,Blue1,Blueberry,Revenue from Ads,Israel,ISR,Andriod,Bungle,64.27618833639318
2021-10-31,Blue,Blue1,Blueberry,Revenue from Ads,USA,USA,iOS,Maploving,1313.2439987700352
2021-10-31,Blue,Blue1,Blueberry,Revenue from Ads,Japan,JPN,Amazon,Maploving,56.91409434314998
2021-10-31,Blue,Blue1,Blueberry,Revenue from Ads,China,CHN,Andriod,Maploving,117.82660830648105
2021-10-31,Blue,Blue1,Blueberry,Revenue from Ads,Germany,DEU,iOS,Maploving,66.3065592988331
2021-10-31,Blue,Blue1,Blueberry,Revenue from Ads,Brazil,BRA,Amazon,Maploving,16.68922829977304
2021-10-31,Blue,Blue1,Blueberry,Revenue from Ads,Argentina,ARG,Andriod,Maploving,36.950874285379015
2021-10-31,Blue,Blue1,Blueberry,Revenue from Ads,Mexico,MEX,iOS,Maploving,50.02993506374675
2021-10-31,Blue,Blue1,Blueberry,Revenue from Ads,Austria,AUT,Amazon,Maploving,32.638905618693876
2021-10-31,Blue,Blue1,Blueberry,Revenue from Ads,France,FRA,Andriod,Maploving,35.41549832185182
2021-10-31,Blue,Blue1,Blueberry,Revenue from Ads,Russia,RUS,iOS,Maploving,85.02295029899372
2021-10-31,Blue,Blue1,Blueberry,Revenue from Ads,Israel,ISR,Amazon,Maploving,16.643271675067986
2021-11-30,Blue,Blue1,Blueberry,Revenue from Ads,USA,USA,Andriod,Moogle+,14765.73038045128
2021-11-30,Blue,Blue1,Blueberry,Revenue from Ads,Japan,JPN,iOS,Moogle+,585.6907341732906
2021-11-30,Blue,Blue1,Blueberry,Revenue from Ads,China,CHN,Amazon,Moogle+,1331.9741902734322
2021-11-30,Blue,Blue1,Blueberry,Revenue from Ads,Germany,DEU,Andriod,Moogle+,804.2000760438611
2021-11-30,Blue,Blue1,Blueberry,Revenue from Ads,Brazil,BRA,iOS,Moogle+,221.24928631287062
2021-11-30,Blue,Blue1,Blueberry,Revenue from Ads,Argentina,ARG,Amazon,Moogle+,435.5216220819966
2021-11-30,Blue,Blue1,Blueberry,Revenue from Ads,Mexico,MEX,Andriod,Moogle+,632.4568305119996
2021-11-30,Blue,Blue1,Blueberry,Revenue from Ads,Austria,AUT,iOS,Moogle+,389.8620421106537
2021-11-30,Blue,Blue1,Blueberry,Revenue from Ads,France,FRA,Amazon,Moogle+,405.8190380538866
2021-11-30,Blue,Blue1,Blueberry,Revenue from Ads,Russia,RUS,Andriod,Moogle+,1112.64987836588
2021-11-30,Blue,Blue1,Blueberry,Revenue from Ads,Israel,ISR,iOS,Moogle+,221.25274355434033
2021-11-30,Blue,Blue1,Blueberry,Revenue from Ads,USA,USA,Amazon,Bungle,11952.337067024095
2021-11-30,Blue,Blue1,Blueberry,Revenue from Ads,Japan,JPN,Andriod,Bungle,524.6223380075216
2021-11-30,Blue,Blue1,Blueberry,Revenue from Ads,China,CHN,iOS,Bungle,1166.9642940129359
2021-11-30,Blue,Blue1,Blueberry,Revenue from Ads,Germany,DEU,Amazon,Bungle,696.6681068691718
2021-11-30,Blue,Blue1,Blueberry,Revenue from Ads,Brazil,BRA,Andriod,Bungle,170.03199730217545
2021-11-30,Blue,Blue1,Blueberry,Revenue from Ads,Argentina,ARG,iOS,Bungle,316.1247169990547
2021-11-30,Blue,Blue1,Blueberry,Revenue from Ads,Mexico,MEX,Amazon,Bungle,516.3602070133466
2021-11-30,Blue,Blue1,Blueberry,Revenue from Ads,Austria,AUT,Andriod,Bungle,329.1898607347316
2021-11-30,Blue,Blue1,Blueberry,Revenue from Ads,France,FRA,iOS,Bungle,302.1375241112778
2021-11-30,Blue,Blue1,Blueberry,Revenue from Ads,Russia,RUS,Amazon,Bungle,820.5331745968068
2021-11-30,Blue,Blue1,Blueberry,Revenue from Ads,Israel,ISR,Andriod,Bungle,167.26498704469498
2021-11-30,Blue,Blue1,Blueberry,Revenue from Ads,USA,USA,iOS,Maploving,3011.0835695422975
2021-11-30,Blue,Blue1,Blueberry,Revenue from Ads,Japan,JPN,Amazon,Maploving,112.476922605073
2021-11-30,Blue,Blue1,Blueberry,Revenue from Ads,China,CHN,Andriod,Maploving,284.8544606745119
2021-11-30,Blue,Blue1,Blueberry,Revenue from Ads,Germany,DEU,iOS,Maploving,175.28191299599274
2021-11-30,Blue,Blue1,Blueberry,Revenue from Ads,Brazil,BRA,Amazon,Maploving,37.543412918665915
2021-11-30,Blue,Blue1,Blueberry,Revenue from Ads,Argentina,ARG,Andriod,Maploving,80.41228250912177
2021-11-30,Blue,Blue1,Blueberry,Revenue from Ads,Mexico,MEX,iOS,Maploving,112.74426101432434
2021-11-30,Blue,Blue1,Blueberry,Revenue from Ads,Austria,AUT,Amazon,Maploving,83.92634798901807
2021-11-30,Blue,Blue1,Blueberry,Revenue from Ads,France,FRA,Andriod,Maploving,81.86867048895789
2021-11-30,Blue,Blue1,Blueberry,Revenue from Ads,Russia,RUS,iOS,Maploving,192.59778502561787
2021-11-30,Blue,Blue1,Blueberry,Revenue from Ads,Israel,ISR,Amazon,Maploving,44.109826373378304
2021-12-31,Blue,Blue1,Blueberry,Revenue from Ads,USA,USA,Andriod,Moogle+,11035.49579096416
2021-12-31,Blue,Blue1,Blueberry,Revenue from Ads,Japan,JPN,iOS,Moogle+,444.00091591161504
2021-12-31,Blue,Blue1,Blueberry,Revenue from Ads,China,CHN,Amazon,Moogle+,1095.6311049533138
2021-12-31,Blue,Blue1,Blueberry,Revenue from Ads,Germany,DEU,Andriod,Moogle+,610.7780531428878
2021-12-31,Blue,Blue1,Blueberry,Revenue from Ads,Brazil,BRA,iOS,Moogle+,142.3270748042813
2021-12-31,Blue,Blue1,Blueberry,Revenue from Ads,Argentina,ARG,Amazon,Moogle+,282.4971659153257
2021-12-31,Blue,Blue1,Blueberry,Revenue from Ads,Mexico,MEX,Andriod,Moogle+,449.17935940494664
2021-12-31,Blue,Blue1,Blueberry,Revenue from Ads,Austria,AUT,iOS,Moogle+,269.6334329300291
2021-12-31,Blue,Blue1,Blueberry,Revenue from Ads,France,FRA,Amazon,Moogle+,290.26534389974233
2021-12-31,Blue,Blue1,Blueberry,Revenue from Ads,Russia,RUS,Andriod,Moogle+,759.0576544858827
2021-12-31,Blue,Blue1,Blueberry,Revenue from Ads,Israel,ISR,iOS,Moogle+,141.20771971145092
2021-12-31,Blue,Blue1,Blueberry,Revenue from Ads,USA,USA,Amazon,Bungle,7825.095441964002
2021-12-31,Blue,Blue1,Blueberry,Revenue from Ads,Japan,JPN,Andriod,Bungle,347.1938944012677
2021-12-31,Blue,Blue1,Blueberry,Revenue from Ads,China,CHN,iOS,Bungle,865.6850444494223
2021-12-31,Blue,Blue1,Blueberry,Revenue from Ads,Germany,DEU,Amazon,Bungle,427.6644323962786
2021-12-31,Blue,Blue1,Blueberry,Revenue from Ads,Brazil,BRA,Andriod,Bungle,107.91998565685815
2021-12-31,Blue,Blue1,Blueberry,Revenue from Ads,Argentina,ARG,iOS,Bungle,232.57964615249938
2021-12-31,Blue,Blue1,Blueberry,Revenue from Ads,Mexico,MEX,Amazon,Bungle,342.2964661991336
2021-12-31,Blue,Blue1,Blueberry,Revenue from Ads,Austria,AUT,Andriod,Bungle,251.87629295505474
2021-12-31,Blue,Blue1,Blueberry,Revenue from Ads,France,FRA,iOS,Bungle,223.33831096882056
2021-12-31,Blue,Blue1,Blueberry,Revenue from Ads,Russia,RUS,Amazon,Bungle,638.4311953607333
2021-12-31,Blue,Blue1,Blueberry,Revenue from Ads,Israel,ISR,Andriod,Bungle,123.22117705964764
2021-12-31,Blue,Blue1,Blueberry,Revenue from Ads,USA,USA,iOS,Maploving,2211.274429645574
2021-12-31,Blue,Blue1,Blueberry,Revenue from Ads,Japan,JPN,Amazon,Maploving,90.80193757917947
2021-12-31,Blue,Blue1,Blueberry,Revenue from Ads,China,CHN,Andriod,Maploving,190.19195948332828
2021-12-31,Blue,Blue1,Blueberry,Revenue from Ads,Germany,DEU,iOS,Maploving,115.47671872469998
2021-12-31,Blue,Blue1,Blueberry,Revenue from Ads,Brazil,BRA,Amazon,Maploving,29.404533478738664
2021-12-31,Blue,Blue1,Blueberry,Revenue from Ads,Argentina,ARG,Andriod,Maploving,55.21737982596691
2021-12-31,Blue,Blue1,Blueberry,Revenue from Ads,Mexico,MEX,iOS,Maploving,86.50423182841307
2021-12-31,Blue,Blue1,Blueberry,Revenue from Ads,Austria,AUT,Amazon,Maploving,63.718044683364006
2021-12-31,Blue,Blue1,Blueberry,Revenue from Ads,France,FRA,Andriod,Maploving,63.40302271011283
2021-12-31,Blue,Blue1,Blueberry,Revenue from Ads,Russia,RUS,iOS,Maploving,134.7509361822871
2021-12-31,Blue,Blue1,Blueberry,Revenue from Ads,Israel,ISR,Amazon,Maploving,27.8933732415894
2021-01-31,Blue,Blue1,Blueberry,UA,USA,USA,Andriod,MoogleAds,-92555.13910065392
2021-01-31,Blue,Blue1,Blueberry,UA,Japan,JPN,iOS,MoogleAds,-3949.758449676663
2021-01-31,Blue,Blue1,Blueberry,UA,China,CHN,Amazon,MoogleAds,-9192.055393328175
2021-01-31,Blue,Blue1,Blueberry,UA,Germany,DEU,Andriod,MoogleAds,-5274.2199718955
2021-01-31,Blue,Blue1,Blueberry,UA,Brazil,BRA,iOS,MoogleAds,-1313.6188178689013
2021-01-31,Blue,Blue1,Blueberry,UA,Argentina,ARG,Amazon,MoogleAds,-2627.935465083579
2021-01-31,Blue,Blue1,Blueberry,UA,Mexico,MEX,Andriod,MoogleAds,-3990.651879937139
2021-01-31,Blue,Blue1,Blueberry,UA,Austria,AUT,iOS,MoogleAds,-2660.062642235771
2021-01-31,Blue,Blue1,Blueberry,UA,France,FRA,Amazon,MoogleAds,-2634.4212397502115
2021-01-31,Blue,Blue1,Blueberry,UA,Russia,RUS,Andriod,MoogleAds,-6587.131759804693
2021-01-31,Blue,Blue1,Blueberry,UA,Israel,ISR,iOS,MoogleAds,-1323.2619702790657
2021-01-31,Blue,Blue1,Blueberry,UA,USA,USA,Amazon,Elevator,-73581.99799748547
2021-01-31,Blue,Blue1,Blueberry,UA,Japan,JPN,Andriod,Elevator,-3188.6660066820286
2021-01-31,Blue,Blue1,Blueberry,UA,China,CHN,iOS,Elevator,-7394.49827659233
2021-01-31,Blue,Blue1,Blueberry,UA,Germany,DEU,Amazon,Elevator,-4232.474588548297
2021-01-31,Blue,Blue1,Blueberry,UA,Brazil,BRA,Andriod,Elevator,-1055.7779067128713
2021-01-31,Blue,Blue1,Blueberry,UA,Argentina,ARG,iOS,Elevator,-2129.7486955988984
2021-01-31,Blue,Blue1,Blueberry,UA,Mexico,MEX,Amazon,Elevator,-3185.345583011479
2021-01-31,Blue,Blue1,Blueberry,UA,Austria,AUT,Andriod,Elevator,-2123.36496444336
2021-01-31,Blue,Blue1,Blueberry,UA,France,FRA,iOS,Elevator,-2110.8357036714797
2021-01-31,Blue,Blue1,Blueberry,UA,Russia,RUS,Amazon,Elevator,-5261.136467702134
2021-01-31,Blue,Blue1,Blueberry,UA,Israel,ISR,Andriod,Elevator,-1055.0809181879863
2021-01-31,Blue,Blue1,Blueberry,UA,USA,USA,iOS,Mazemook,-18452.625370784255
2021-01-31,Blue,Blue1,Blueberry,UA,Japan,JPN,Amazon,Mazemook,-798.5711556586535
2021-01-31,Blue,Blue1,Blueberry,UA,China,CHN,Andriod,Mazemook,-1839.6868524560477
2021-01-31,Blue,Blue1,Blueberry,UA,Germany,DEU,iOS,Mazemook,-1061.8675441539615
2021-01-31,Blue,Blue1,Blueberry,UA,Brazil,BRA,Amazon,Mazemook,-264.44595764017646
2021-01-31,Blue,Blue1,Blueberry,UA,Argentina,ARG,Andriod,Mazemook,-529.6913364049145
2021-01-31,Blue,Blue1,Blueberry,UA,Mexico,MEX,iOS,Mazemook,-796.1809170958237
2021-01-31,Blue,Blue1,Blueberry,UA,Austria,AUT,Amazon,Mazemook,-529.7648288262485
2021-01-31,Blue,Blue1,Blueberry,UA,France,FRA,Andriod,Mazemook,-531.0801461492965
2021-01-31,Blue,Blue1,Blueberry,UA,Russia,RUS,iOS,Mazemook,-1320.0288783372835
2021-01-31,Blue,Blue1,Blueberry,UA,Israel,ISR,Amazon,Mazemook,-264.9839777171301
2021-02-28,Blue,Blue1,Blueberry,UA,USA,USA,Andriod,MoogleAds,-180307.3403540875
2021-02-28,Blue,Blue1,Blueberry,UA,Japan,JPN,iOS,MoogleAds,-7706.473419967119
2021-02-28,Blue,Blue1,Blueberry,UA,China,CHN,Amazon,MoogleAds,-17916.279784634502
2021-02-28,Blue,Blue1,Blueberry,UA,Germany,DEU,Andriod,MoogleAds,-10211.599721036468
2021-02-28,Blue,Blue1,Blueberry,UA,Brazil,BRA,iOS,MoogleAds,-2560.844944509314
2021-02-28,Blue,Blue1,Blueberry,UA,Argentina,ARG,Amazon,MoogleAds,-5140.52342210388
2021-02-28,Blue,Blue1,Blueberry,UA,Mexico,MEX,Andriod,MoogleAds,-7692.456781600167
2021-02-28,Blue,Blue1,Blueberry,UA,Austria,AUT,iOS,MoogleAds,-5134.600691294049
2021-02-28,Blue,Blue1,Blueberry,UA,France,FRA,Amazon,MoogleAds,-5125.978435713122
2021-02-28,Blue,Blue1,Blueberry,UA,Russia,RUS,Andriod,MoogleAds,-12908.79954321733
2021-02-28,Blue,Blue1,Blueberry,UA,Israel,ISR,iOS,MoogleAds,-2558.1821390051946
2021-02-28,Blue,Blue1,Blueberry,UA,USA,USA,Amazon,Elevator,-143726.73203882386
2021-02-28,Blue,Blue1,Blueberry,UA,Japan,JPN,Andriod,Elevator,-6196.196825173992
2021-02-28,Blue,Blue1,Blueberry,UA,China,CHN,iOS,Elevator,-14329.534962939837
2021-02-28,Blue,Blue1,Blueberry,UA,Germany,DEU,Amazon,Elevator,-8250.709335736194
2021-02-28,Blue,Blue1,Blueberry,UA,Brazil,BRA,Andriod,Elevator,-2047.4179636152464
2021-02-28,Blue,Blue1,Blueberry,UA,Argentina,ARG,iOS,Elevator,-4095.137483390532
2021-02-28,Blue,Blue1,Blueberry,UA,Mexico,MEX,Amazon,Elevator,-6199.674380335008
2021-02-28,Blue,Blue1,Blueberry,UA,Austria,AUT,Andriod,Elevator,-4104.322310279661
2021-02-28,Blue,Blue1,Blueberry,UA,France,FRA,iOS,Elevator,-4137.863695820883
2021-02-28,Blue,Blue1,Blueberry,UA,Russia,RUS,Amazon,Elevator,-10206.471290526475
2021-02-28,Blue,Blue1,Blueberry,UA,Israel,ISR,Andriod,Elevator,-2069.219308026331
2021-02-28,Blue,Blue1,Blueberry,UA,USA,USA,iOS,Mazemook,-36188.94642107646
2021-02-28,Blue,Blue1,Blueberry,UA,Japan,JPN,Amazon,Mazemook,-1542.1081549107357
2021-02-28,Blue,Blue1,Blueberry,UA,China,CHN,Andriod,Mazemook,-3589.9639489702854
2021-02-28,Blue,Blue1,Blueberry,UA,Germany,DEU,iOS,Mazemook,-2043.042091090122
2021-02-28,Blue,Blue1,Blueberry,UA,Brazil,BRA,Amazon,Mazemook,-515.7744046465107
2021-02-28,Blue,Blue1,Blueberry,UA,Argentina,ARG,Andriod,Mazemook,-1028.3768015809233
2021-02-28,Blue,Blue1,Blueberry,UA,Mexico,MEX,iOS,Mazemook,-1534.4371447852832
2021-02-28,Blue,Blue1,Blueberry,UA,Austria,AUT,Amazon,Mazemook,-1024.665370285298
2021-02-28,Blue,Blue1,Blueberry,UA,France,FRA,Andriod,Mazemook,-1028.5488870971303
2021-02-28,Blue,Blue1,Blueberry,UA,Russia,RUS,iOS,Mazemook,-2560.1865270660046
2021-02-28,Blue,Blue1,Blueberry,UA,Israel,ISR,Amazon,Mazemook,-511.36019669266693
2021-03-31,Blue,Blue1,Blueberry,UA,USA,USA,Andriod,MoogleAds,-153971.84841489338
2021-03-31,Blue,Blue1,Blueberry,UA,Japan,JPN,iOS,MoogleAds,-6564.457719718948
2021-03-31,Blue,Blue1,Blueberry,UA,China,CHN,Amazon,MoogleAds,-15448.600775575023
2021-03-31,Blue,Blue1,Blueberry,UA,Germany,DEU,Andriod,MoogleAds,-8784.685093322387
2021-03-31,Blue,Blue1,Blueberry,UA,Brazil,BRA,iOS,MoogleAds,-2205.6779908660933
2021-03-31,Blue,Blue1,Blueberry,UA,Argentina,ARG,Amazon,MoogleAds,-4374.464590720117
2021-03-31,Blue,Blue1,Blueberry,UA,Mexico,MEX,Andriod,MoogleAds,-6577.520581566938
2021-03-31,Blue,Blue1,Blueberry,UA,Austria,AUT,iOS,MoogleAds,-4376.848042473259
2021-03-31,Blue,Blue1,Blueberry,UA,France,FRA,Amazon,MoogleAds,-4379.590610468157
2021-03-31,Blue,Blue1,Blueberry,UA,Russia,RUS,Andriod,MoogleAds,-11055.218369726264
2021-03-31,Blue,Blue1,Blueberry,UA,Israel,ISR,iOS,MoogleAds,-2209.666528606521
2021-03-31,Blue,Blue1,Blueberry,UA,USA,USA,Amazon,Elevator,-123629.68833270366
2021-03-31,Blue,Blue1,Blueberry,UA,Japan,JPN,Andriod,Elevator,-5312.594204987635
2021-03-31,Blue,Blue1,Blueberry,UA,China,CHN,iOS,Elevator,-12250.10135470694
2021-03-31,Blue,Blue1,Blueberry,UA,Germany,DEU,Amazon,Elevator,-7059.061582351367
2021-03-31,Blue,Blue1,Blueberry,UA,Brazil,BRA,Andriod,Elevator,-1753.503598489986
2021-03-31,Blue,Blue1,Blueberry,UA,Argentina,ARG,iOS,Elevator,-3501.617844980782
2021-03-31,Blue,Blue1,Blueberry,UA,Mexico,MEX,Amazon,Elevator,-5270.360136438809
2021-03-31,Blue,Blue1,Blueberry,UA,Austria,AUT,Andriod,Elevator,-3506.495946803717
2021-03-31,Blue,Blue1,Blueberry,UA,France,FRA,iOS,Elevator,-3520.880584246101
2021-03-31,Blue,Blue1,Blueberry,UA,Russia,RUS,Amazon,Elevator,-8828.419527903945
2021-03-31,Blue,Blue1,Blueberry,UA,Israel,ISR,Andriod,Elevator,-1750.3902733961877
2021-03-31,Blue,Blue1,Blueberry,UA,USA,USA,iOS,Mazemook,-30759.455641033437
2021-03-31,Blue,Blue1,Blueberry,UA,Japan,JPN,Amazon,Mazemook,-1312.7725672627726
2021-03-31,Blue,Blue1,Blueberry,UA,China,CHN,Andriod,Mazemook,-3073.2189307660265
2021-03-31,Blue,Blue1,Blueberry,UA,Germany,DEU,iOS,Mazemook,-1771.4982062514864
2021-03-31,Blue,Blue1,Blueberry,UA,Brazil,BRA,Amazon,Mazemook,-440.9291677651675
2021-03-31,Blue,Blue1,Blueberry,UA,Argentina,ARG,Andriod,Mazemook,-885.1653918220247
2021-03-31,Blue,Blue1,Blueberry,UA,Mexico,MEX,iOS,Mazemook,-1317.2584340943254
2021-03-31,Blue,Blue1,Blueberry,UA,Austria,AUT,Amazon,Mazemook,-879.7432060755527
2021-03-31,Blue,Blue1,Blueberry,UA,France,FRA,Andriod,Mazemook,-880.013960220974
